"Enc_Id","Enc_Enf_Facility_Id","Enc_Facility_Name","Enc_Board_Id","Enc_Program_Id","Enc_Nov_Number","Enc_Ea_Number","Enc_Reg_Fac_Num","Enc_Pmt_Pc_Num","Enc_Ro_Enf_Rep_Name","Enf_Case_Mgr","DES_REC_CODE","Enc_Action_Id","Enc_Action_Name","Enc_Status_Id","Enc_Status_Name","Enc_Status_Comments","Enc_Severity_Id","Enc_Qncr_YN","Enc_Discovery_Date","Enc_Referral_Date","Enc_Nov_Date","Enc_Meeting_Date","Enc_Draft_Action_Date","Enc_Draft_Release_Date","Enc_Rp_Signature_Date","Enc_Public_Notice_Begins","Enc_Public_Notice_Ends","Enc_Executed_Date","Enc_Terminated_Date","Enc_Increment","Enc_Order_Hyperlink","Enc_Additional_Comments","AAC_ID","Admin_Action_Code_Desc","AAC_ACTIVE_YN","EBD_ID","Borad_Name","EBD_ACTIVE_YN","EAC_ID","EAC_DESCRIPTION","EAC_ACTIVE_YN","ESC_ID","Status_Code_Desc","ESC_ACTIVE_YN","PRG_ID","Program_Name","PRG_ACTIVE_YN","SEV_ID","Severity_Code_Desc","SEV_ACTIVE_YN","ECC_ID","ECC_CASH_CIVIL_CHARGE","ECC_FINAL_SEP_VALUE","ECC_PROPOSED_SEP_VALUE","ESI_DE_CONCURRENCE","ESI_EMERG_PLAN_PREP_YN","ESI_ENVIR_COMPL_PROMO_YN","ESI_ENVIR_REST_PROT_YN","ESI_ID","ESI_POLLU_PREVEN_YN","ESI_POLLU_REDUC_YN","ESI_PUBLIC_HEALTH_YN","ESI_REGION_DIRECTOR_APPR","Sep_Desc","EFC_REGION","COASTAL_ZONE_IND","Enc_Inserted_By","Enc_Changed_By","Enc_Inserted_Date","Enc_Changed_Date","Loaded_Date","Loaded_By"
300000000742,200000002434,"Zota Petroleums LLC (Store 663)",2,10,"08-09-PRO-572f","PR09-0501","4010156",,"Lee Crowell","L Crowell","CO",1,"Consent Order",19,"Terminated",,1,"N",2009-01-05,2009-01-05,2009-01-05,2009-03-04,2009-05-04,2009-06-19,2009-10-09,2009-11-09,2009-12-10,2009-12-15,2014-10-22,,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",10,"UST","Y",1,"No","Y",300000000742,,0,0,,,,,,,,,,,"PRO",,"ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000730,200000000620,"Dare to Care Charities",2,12,"W2009-01-W-0003","BR08-1239",,"VA0060909","Robert Steele","R Steele","WCRO",1,"Consent Order",19,"Terminated","Executed.  Civil charge paid late.  NOV issued 6/24/10.  NOD sent 6/29/10.  Meeting 7/19/10 with Bob Marshall and Chris Fewster.  NOV 7/9/10.  Discharge ended 5/24/12, documented by letter dated 6/5/12.

ADDITIONAL COMMENTS:
Meeting 3/24/09.  Site visit w/ Troy 3/5/09.  Expect letter w/ plan 2 wks after 3/24/09.  Letter responding to 4/16/09 NOV dated 4/20/09; new NOV for June 09; did not submit DMR due 6/10/09; DMR came late.  LOA sent 5/26/09; DTCC did not respond.  Additional NOV sent 6/17/09.  DTCC did not respond.  Left voicemail 7/7/09.  DTCC did not respond.  DTCC responded to July NOV w/ e-mail dated 7/27/09. Second NOV date: 4/16/2009.  Internal CSO revisions. Second meeting date 3/24/09.  NOV 9/4/09. Reinspection and hand delivery of NOV 8/27/09. Meeting 9/22/09-discussed draft order and methods for compliance.  Expect signature on Order w/in 2 weeks (if so, civil charge can be $7,000).Marty Williams 540-947-5696 x12; cell # 540-816-7276.2nd mtg 3/24/09; 3rd mtg 9/22/09. e-mail to RP 10/1/09; 10/23/09; response from RP 10/29/09; reply 10/29/09;letter to RP 11/4/09; phone conversations with consultant 12/09; Revised CO sent 12/4/09;  Amended 12/14/2010.",1,"N",,2008-12-12,2008-12-12,2009-03-05,2009-04-29,2009-05-26,2009-12-11,2010-01-04,2010-02-03,2010-03-19,2012-07-30,,,"Meeting 3/24/09.  Site visit w/ Troy 3/5/09.  Expect letter w/ plan 2 wks after 3/24/09.  Letter responding to 4/16/09 NOV dated 4/20/09; new NOV for June 09; did not submit DMR due 6/10/09; DMR came late.  LOA sent 5/26/09; DTCC did not respond.  Additional NOV sent 6/17/09.  DTCC did not respond.  Left voicemail 7/7/09.  DTCC did not respond.  DTCC responded to July NOV w/ e-mail dated 7/27/09. Second NOV date: 4/16/2009.  Internal CSO revisions. Second meeting date 3/24/09.  NOV 9/4/09. Reinspection and hand delivery of NOV 8/27/09. Meeting 9/22/09-discussed draft order and methods for compliance.  Expect signature on Order w/in 2 weeks (if so, civil charge can be $7,000).Marty Williams 540-947-5696 x12; cell # 540-816-7276.2nd mtg 3/24/09; 3rd mtg 9/22/09. e-mail to RP 10/1/09; 10/23/09; response from RP 10/29/09; reply 10/29/09;letter to RP 11/4/09; phone conversations with consultant 12/09; Revised CO sent 12/4/09;  Amended 12/14/2010.",1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",1,"No","Y",300000000730,7000,0,0,,,,,,,,,,,"BRRO","N","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000743,200000002120,"Talley Edward release",2,6,"09-01-PRO-583","PR09-0202",,"2008-4174","Allison Dunaway","A Dunaway","CO",8,"Dereferral",38,"Case Closed (Other)","need another inspection and new NOV - to refer to APA proceeding",1,"N",,2009-01-05,2009-01-05,,,,,,,,2010-04-30,,,,,,,2,"Water","Y",8,"Dereferral","Y",38,"Case Closed (Other)","Y",6,"Oil Spill","Y",1,"No","Y",300000000743,,0,0,,,,,,,,,,,"PRO",,"ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000744,200000002433,"Zota Petroleums LLC (Store 662)",2,10,"08-09-PRO-572e","PR09-0501","4015708",,"Lee Crowell","L Crowell","CO",1,"Consent Order",19,"Terminated",,1,"N",2009-01-05,2009-01-05,2009-01-05,2009-03-04,2009-05-04,2009-06-19,2009-10-09,2009-11-09,2009-12-10,2009-12-15,2014-10-22,,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",10,"UST","Y",1,"No","Y",300000000744,,0,0,,,,,,,,,,,"PRO",,"ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000745,200000001660,"Petersburg City Police Auto Repair Shop",2,10,"08-12-PRO-582","PR09-0203","4024403",,"Allison Dunaway","A Dunaway","CO",3,"Informal RTC",3,"Case Closed (Other)","case closed",1,"N",,2009-01-06,2009-01-06,,,,,,,,2009-03-04,,,,3,"Formal Hearing","Y",2,"Water","Y",3,"Informal RTC","Y",3,"Case Closed (Other)","Y",10,"UST","Y",1,"No","Y",300000000745,,0,0,,,,,,,,,,,"PRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000746,200000002040,"Sperryville",2,12,"W2009-01-N-0002","NR09-0112",,"VA0062880","Daniel Burstein","D Burstein","NVRO",1,"Consent Order",19,"Terminated","CO terminated

ADDITIONAL COMMENTS:
NR09-0112",,"N",,2009-01-09,,,,,,,,2009-10-27,2013-03-06,,,"NR09-0112",1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",,,,300000000746,,0,0,,,,,,,,,,,"NRO","N","ENFORCE_DBA","JADATKO",2010-10-28 00:00:00,2020-05-26 09:55:12,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000747,200000000423,"Chatham STP",2,12,"W2009-01-L-0009","BR09-0139",,"VA0020524","G. Marvin Booth","G Booth","WCRO",8,"Dereferral",38,"Case Closed (Other)","DEREFERRED

ADDITIONAL COMMENTS:
TKN effluent violation; improper reporting - revised DMR sent.  Bob Hanson called in response to NOV on 1/9/09; letter of explanation mailed w/ November '08 DMR; expect informal resolution. Compliance achieved through ICA - case dereferred 8/12/2009.",1,"N",,2009-01-09,2009-01-09,,,,,,,,2009-08-12,,,"TKN effluent violation; improper reporting - revised DMR sent.  Bob Hanson called in response to NOV on 1/9/09; letter of explanation mailed w/ November '08 DMR; expect informal resolution. Compliance achieved through ICA - case dereferred 8/12/2009.",,,,2,"Water","Y",8,"Dereferral","Y",38,"Case Closed (Other)","Y",12,"VPDES","Y",1,"No","Y",300000000747,,0,0,,,,,,,,,,,"BRRO","N","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000748,200000002011,"Smith-Midland",2,12,"NR028","NR09-0113",,"VA0084298","Daniel Burstein","D Burstein","NVRO",8,"Dereferral",38,"Case Closed (Other)","NR09-0113

ADDITIONAL COMMENTS:
NR09-0113",,"N",,2009-01-12,,,,,,,,,2009-09-08,,,"NR09-0113",,,,2,"Water","Y",8,"Dereferral","Y",38,"Case Closed (Other)","Y",12,"VPDES","Y",,,,300000000748,,0,0,,,,,,,,,,,"NRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000749,200000002160,"Tidewater Green Corporation",3,9,"TRO09-0015","TR09-1209",,"none","Robin Schuhmann","R Schuhmann",,1,"Consent Order",19,"Terminated",,1,"N",2008-12-05,2009-01-12,2009-01-12,,,2009-07-22,2009-08-18,2009-08-31,2009-09-30,2009-10-01,2009-12-15,,,,1,"IFF","Y",3,"Waste","Y",1,"Consent Order","Y",19,"Terminated","Y",9,"Solid Waste","Y",1,"No","Y",300000000749,3500,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000750,200000000880,"Fuel Co.",2,10,"09-1-VRO-1","VR09-0102","6014871",,"David Robinett","D Robinett","PRO",8,"Dereferral",38,"Case Closed (Other)","Foreclosure Auction on 7'14'11.  Sale pending environmental assessment results.  Confirmed release reported 8'8'11.  Sale closed 11'18'11. Rec'd copy of deed 12'15'11. dereffered. 07262021 JDR revised to include date in termination cell to close in CEDS.

ADDITIONAL COMMENTS:
Patricia Kluge property, closed facility, multiple phone calls to owner.  Facility is closed and listed for sale. Patricia Kluge is principal for Fuel Co.  Potential Red Tag case.  Second NOV issued to RA 3/24/2010.  Revised CSO sent to RP on 7/14/10.  Rec'd invoice for emptying USTs and quote for CP testing on 9'10'10.",,"N",2008-05-20,2008-12-17,2009-01-15,2010-06-02,2010-05-10,2010-06-09,,,,,2011-12-15,,,"Patricia Kluge property, closed facility, multiple phone calls to owner.  Facility is closed and listed for sale. Patricia Kluge is principal for Fuel Co.  Potential Red Tag case.  Second NOV issued to RA 3/24/2010.  Revised CSO sent to RP on 7/14/10.  Rec'd invoice for emptying USTs and quote for CP testing on 9'10'10.",,,,2,"Water","Y",8,"Dereferral","Y",38,"Case Closed (Other)","Y",10,"UST","Y",,,,300000000750,,0,0,,,,,,,,,,,"VRO","N","ENFORCE_DBA","JDREYNOLDS",2010-10-28 00:00:00,2021-07-26 15:59:53,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000751,200000001005,"Harvest Glen Subdivision",2,13,"W2009-01-P1001","PR09-0204",,"05-1526","Allison Dunaway","A Dunaway","CO",1,"Consent Order",19,"Terminated",,1,"N",2009-01-20,2009-01-20,2009-01-20,,2009-03-12,2009-03-13,2009-04-02,2009-05-06,2009-06-05,2009-08-07,2009-12-12,,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",13,"VWPP","Y",1,"No","Y",300000000751,23790,0,0,,,,,,,,,,,"PRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000752,200000002046,"Spring Creek",2,13,"2009-01-NRO-001","NR09-0116",,"02-0753","Stephanie Bellotti","S Bellotti","NVRO",8,"Dereferral",38,"Case Closed (Other)","Spring Creek has enetered into agreement to use reclaimed water from Zion Crossroads.  Based on DEQ staff site visit, impoudnment had been built and is receiving reclaimed water.  No further enforcement action necessary at this time.",,"N",,2009-01-29,2009-01-26,,,,,,,,2016-07-08,,,,,,,2,"Water","Y",8,"Dereferral","Y",38,"Case Closed (Other)","Y",13,"VWPP","Y",,,,300000000752,,0,0,,,,,,,,,,,"NRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000753,200000000843,"Former Gatewood Grocery",2,10,"NR029","NR09-0114","3014088",,"Daniel Burstein","D Burstein","NVRO",3,"Informal RTC",3,"Case Closed (Other)","informal RTC - tanks removed - 1/31/13

ADDITIONAL COMMENTS:
NR09-0114",,"N",,2009-01-29,2009-01-26,,,,,,,,2013-01-31,,,"NR09-0114",3,"Formal Hearing","Y",2,"Water","Y",3,"Informal RTC","Y",3,"Case Closed (Other)","Y",10,"UST","Y",,,,300000000753,,0,0,,,,,,,,,,,"NRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000754,200000000625,"Dawn Convenience Store",2,10,"NOV-UST-09-01-NRO-001","NR09-0115","3015223",,"Stephanie Bellotti","S Bellotti","NVRO",3,"Informal RTC",3,"Case Closed (Other)","issues noted in the initial NOV have been resolved, however a few new issues were discovered during subsequent inspection.  Compliance issued another NOV for new issues.  Compliance will wait on next inspection to determine how to proceed",,"N",,2009-01-29,2009-01-26,,,,,,,,2014-11-10,,,,3,"Formal Hearing","Y",2,"Water","Y",3,"Informal RTC","Y",3,"Case Closed (Other)","Y",10,"UST","Y",,,,300000000754,,0,0,,,,,,,,,,,"NRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000678,200000000564,"Crewe STP & Collection System",2,12,"W2008-09-L-0003","BR08-0941",,"VA0020303","Kathleen O Connell","K Sadtler","CO",1,"Consent Order",19,"Effective","Kathleen/DOE designated lead 12/09 - scheduled for presentation at SWCB meeting on 8/4/11.

ADDITIONAL COMMENTS:
UD associated with sig. rainfall event on 9/6/2008; staff observed evidence of overflow from structures connected to  UEEPS; overflow reached state waters & private pond owned by Ben Jones.",1,"N",,2008-09-06,2008-09-24,2009-02-18,2009-07-15,2011-03-24,2011-04-13,2011-05-09,2011-06-08,2011-08-04,2017-06-21,,,"UD associated with sig. rainfall event on 9/6/2008; staff observed evidence of overflow from structures connected to  UEEPS; overflow reached state waters & private pond owned by Ben Jones.",1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",1,"No","Y",300000000678,3120,28080,0,,,,,,,,,,,"BRRO","N","ENFORCE_DBA","KCSADTLER",2010-10-28 00:00:00,2018-11-07 09:13:53,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000679,200000001198,"Jolliff Woods Section V- Willow Lakes Subdivision",2,13,"W2008-09-T-003","TR10-0460",,"07-1998","Daniel Van Orman","J Coleman",,1,"Consent Order",19,"Effective",,,"N",2008-09-25,2008-09-25,2008-09-25,,,,2009-10-13,,,2009-12-15,2017-07-24,,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",13,"VWPP","Y",,,,300000000679,23400,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA","JMCOLEMAN",2010-10-28 00:00:00,2017-08-09 14:27:48,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000680,200000001255,"Laburnum LLC (Airport BP)",2,10,"08-09-PRO-571","PR10-1038","4003671",,"Gina Pisoni","G Pisoni","PRO",1,"Consent Order",19,"Terminated","order complete, closure memo signed 1/4/11; once ECM fixed will enter last documents and will be finished.",1,"N",2008-07-17,2008-09-26,2008-09-26,,,2010-07-11,2010-07-14,2010-08-02,2010-09-03,2010-10-06,2011-01-04,,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",10,"UST","Y",1,"No","Y",300000000680,6000,0,0,,,,,,,,,,,"PRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000681,200000002026,"South Riding",2,13,"NR024","NR08-1011",,"93-1635","Daniel Burstein","D Burstein","NVRO",2,"LOA",20,"Terminated","LOA terminated

ADDITIONAL COMMENTS:
NR08-1011",,"N",,2008-10-01,,,,,,,,2009-12-01,2010-09-01,,,"NR08-1011",2,"IFF/1186","Y",2,"Water","Y",2,"LOA","Y",20,"Terminated","Y",13,"VWPP","Y",,,,300000000681,,0,0,,,,,,,,,,,"NRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000682,200000000047,"ATC Panels, Inc.",1,1,"TRO08-0019","TR09-1214","60171",,"John Brandt","J Brandt","TRO",1,"Consent Order",19,"Terminated","There was no civil charge with this consent order.  Order terminated due to missed MACT milestones, no manufacturing activity, permit in place which requires MACT compliance.",2,"N",2008-10-02,2008-10-02,2008-10-02,2008-03-19,,,2008-10-02,,,2008-10-02,2010-10-23,,,,1,"IFF","Y",1,"Air","Y",1,"Consent Order","Y",19,"Terminated","Y",1,"Air","Y",2,"HPV","Y",300000000682,0,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000683,200000001081,"Howard Hughes Medical Institute ",2,13,"2008-09-NRO-001","NR08-1012",,"WP4-03-1537","Stephanie Bellotti","S Bellotti","NVRO",1,"Consent Order",19,"Terminated","Order will terminate 3/8/11",,"N",,2008-10-03,2008-10-03,,,,,,,2010-03-18,2011-03-08,,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",13,"VWPP","Y",,,,300000000683,,0,0,,,,,,,,,,,"NRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000764,200000001598,"Oilfield Pipe and Supply",3,4,"2009-02-PRO-601","PR09-0211","VAD988196747",,"Frank Lupini","F Lupini","PRO",5,"Amd. Consent Order",22,"Terminated",,3,"N",2008-12-02,2009-02-10,2009-02-10,,,2009-11-02,2010-04-01,2010-04-07,2010-05-07,2010-05-10,2015-07-01,,"http://www.deq.virginia.gov/Portals/0/DEQ/Enforcement/FinalOrders/OilfieldPipe-Amendment-May102010.pdf",,,,,3,"Waste","Y",5,"Amd. Consent Order","Y",22,"Terminated","Y",4,"Hazardous Waste","Y",3,"SNC","Y",300000000764,9814,0,0,,,,,,,,,,,"PRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000765,200000002371,"Wiggins Road Property",2,13,"W2009-01-P-303","PR09-0312",,,"Allison Dunaway","A Dunaway","CO",3,"Informal RTC",3,"Case Closed (Other)",,1,"N",2008-11-07,2009-02-11,2009-02-11,,,,,,,,2009-03-09,,,,3,"Formal Hearing","Y",2,"Water","Y",3,"Informal RTC","Y",3,"Case Closed (Other)","Y",13,"VWPP","Y",1,"No","Y",300000000765,0,0,0,,,,,,,,,,,"PRO",,"ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000768,200000002409,"Wytheville Sanitary Landfill",3,9,"NOV-006-0209-SW","SW10-1210",,"SWP 300","Ralph Hilt","R Hilt","SWRO",2,"LOA",20,"Effective","Revised Draft LOA signed by RD 11/18/10, then by RP 11/22/10.

ADDITIONAL COMMENTS:
Revised Draft LOA signed by RD 11/18/10, then by RP 11/22/10.",1,"N",2008-11-24,2009-01-29,2009-02-17,2009-03-04,2010-10-14,2010-10-28,2010-11-22,,,2010-11-22,2011-11-22,10,,"Revised Draft LOA signed by RD 11/18/10, then by RP 11/22/10.",2,"IFF/1186","Y",3,"Waste","Y",2,"LOA","Y",20,"Terminated","Y",9,"Solid Waste","Y",1,"No","Y",300000000768,0,0,0,,,,,,,,,,,"SWRO","N","ENFORCE_DBA","JMCHAPMAN",2010-12-07 00:00:00,2021-06-23 13:37:16,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000775,200000000873,"Freeze, Wayne Jr.",2,11,"09-03-VRO-001","VR09-0204","None","None","Karen Hensley","E Millard","VRO",16,"Consent Order",52,"OAG - Holding","In debt set off at OAG, 7.2019",1,"N",2009-02-16,2009-02-17,2009-02-27,2009-10-08,2009-10-08,2009-10-08,2009-10-08,2009-11-09,2009-12-09,2010-03-18,,,,"Failure to submit poultry waste broker records annually. Multiple years.  Completely ignores notices",,,,2,"Water","Y",16,"Litigation","Y",52,"OAG Lead","Y",11,"VPA","Y",1,"No","Y",300000000775,2000,0,0,,,,,,,,,,,"VRO","N","ENFORCE_DBA","TRSEVERS",2010-10-28 00:00:00,2020-04-16 16:05:38,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000776,200000000525,"Contractors Paving",2,12,"W2009-01-T-0002","TR10-0221",,"VAR051467","Paul Smith","P Smith","TRO",1,"Consent Order",19,"Terminated",,1,"N",2009-01-14,2009-03-05,2009-03-05,,,,2009-05-11,,,2009-07-23,2010-10-18,,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",1,"No","Y",300000000776,9619,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000777,200000001139,"Isle of Wight County",2,12,"W2009-02-T-101","TR10-0534",,,"John Brandt","J Brandt","TRO",1,"Consent Order",19,"Terminated",,,"N",2010-03-09,2010-03-09,2009-03-09,,,,2009-08-20,2009-09-14,2010-10-14,2009-10-27,2010-01-08,,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",,,,300000000777,390,3510,3510,,"N","N","Y",300000000777,"N","N","N",,"Donation to the Peanut Soil and Water Conservation to support repair of an agricultural field in the Southern Rivers Watershed (Watershed Code CU60).  The 40-acre field is at the corner of Jones Town Rd and Mill Swamp Dr, Isle of Wight County.","TRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000767,200000000122,"Appomattox Water Reclamation Facility",2,12,"W2009-02-L-0003","BR09-0235",,"VA0020257","G. Marvin Booth","G Booth","WCRO",1,"Consent Order",19,"Terminated","TERMINATED

ADDITIONAL COMMENTS:
Zinc Permit limit violations, 4-year compliance schedule ended 10/18/2008-ERP back from RO & initial DOE review 5/7-sent back with revisions for further review 5/21; comments rec'd back 5/27; ERP/CSO fwd to DRD 5/28/09; approval rec'd 6/8/09. Order mailed to RP 7/7/09. Order executed 10/26/2009 w/ 2 year Schedule of Compliance. Monitoring for compliance. Enforcement meeting held 8/6 to discuss new violations. Requested extension of compliance date for installation of water line at enf. meeting held on 4/24/11 - ERP/Matrix revised & sent to Enf. Mgr. 7/20. 3rd revision of ERP/Matrix sent to DOE on 8/16 - comments rec'd 8/16.",1,"N",2009-02-12,2009-02-12,2009-02-12,2009-02-20,2009-05-01,2009-07-07,2009-08-11,2009-09-14,2009-10-15,2009-10-26,2014-01-30,,,"Zinc Permit limit violations, 4-year compliance schedule ended 10/18/2008-ERP back from RO & initial DOE review 5/7-sent back with revisions for further review 5/21; comments rec'd back 5/27; ERP/CSO fwd to DRD 5/28/09; approval rec'd 6/8/09. Order mailed to RP 7/7/09. Order executed 10/26/2009 w/ 2 year Schedule of Compliance. Monitoring for compliance. Enforcement meeting held 8/6 to discuss new violations. Requested extension of compliance date for installation of water line at enf. meeting held on 4/24/11 - ERP/Matrix revised & sent to Enf. Mgr. 7/20. 3rd revision of ERP/Matrix sent to DOE on 8/16 - comments rec'd 8/16.",1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",1,"No","Y",300000000767,,0,0,,,,,,,,,,,"BRRO","N","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000827,200000001926,"Salmons Farm",2,13,"2009-05-T-001","TR10-0134",,,"Daniel Van Orman","D Van Orman","TRO",8,"Dereferral",38,"Case Closed (Other)","Unpermitted clearing in wetlands. Subsequently, VDOF agreed with owner that activities were silviculture.",,"N",2009-04-01,2009-05-07,2009-05-07,,,,,,,,2011-07-07,,,,,,,2,"Water","Y",8,"Dereferral","Y",38,"Case Closed (Other)","Y",13,"VWPP","Y",,,,300000000827,0,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000828,200000001340,"Lucky's-Laburnum",2,10,"09-05-PRO-590","PR09-0733","4001592",,"Frank Lupini","F Lupini","PRO",1,"Consent Order",19,"Terminated",,1,"N",2009-05-08,2009-05-08,2009-05-08,2009-06-13,2010-03-26,2010-05-24,2010-10-12,2010-10-25,2010-11-25,2010-12-17,2013-02-22,,"#http://www.deq.virginia.gov/Portals/0/DEQ/Enforcement/Finalorders/LuckyConvStoresDec172010.pdf#",,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",10,"UST","Y",1,"No","Y",300000000828,13600,0,0,,,,,,,,,,,"PRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000829,200000000745,"Enterprise Rent-A-Car (VBB)",2,12,"W2009-06-T-0001","TR10-0231",,"VAG750063","Paul Smith","P Smith","TRO",2,"LOA",20,"Terminated",,,"N",2008-07-10,2009-05-10,2009-05-10,,,,2009-09-28,,,2009-10-01,,,,,2,"IFF/1186","Y",2,"Water","Y",2,"LOA","Y",20,"Terminated","Y",12,"VPDES","Y",,,,300000000829,0,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000830,200000000151,"Augusta County Service Authority Landfill",2,13,"W2009-05-V-0019","VR09-0506",,"07-0609","Tamara Ambler","E Millard","VRO",1,"Consent Order",8,"Effective","Annual monitoring report dated 12/14/2017 submitted.  
6/28/2018 Extending ACSA monitoring period, haven't met 80%.  
2018 Monitoring Report received - will continue to monitor through 2019. Awaiting 80% survival for plantings (trs 7.30.19)


ADDITIONAL COMMENTS:
VWP permit for landfill cell construction

12.31.2019-receiving annual reports from RP, survival still not met.",1,"N",2009-03-27,2009-05-11,2009-05-11,2009-06-12,2009-11-01,2009-11-28,2009-12-08,2010-01-10,2010-02-11,2010-03-29,,,,"VWP permit for landfill cell construction",1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",8,"Effective","Y",13,"VWPP","Y",1,"No","Y",300000000830,8685,0,0,,,,,,,,,,,"VRO","N","ENFORCE_DBA","TRSEVERS",2010-10-28 00:00:00,2019-12-31 16:44:57,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000831,200000002274,"Vint Hill Farms Station",2,12,"W2009-05-N-0006","NR09-0511",,"VA0020460","Daniel Burstein","D Burstein","NVRO",3,"Informal RTC",3,"Case Closed (Other)",,,"N",,2009-05-13,2009-05-12,,,,,,,,2010-08-17,,,"NR09-0512",3,"Formal Hearing","Y",2,"Water","Y",3,"Informal RTC","Y",3,"Case Closed (Other)","Y",12,"VPDES","Y",,,,300000000831,,0,0,,,,,,,,,,,"NRO","Y","ENFORCE_DBA","JADATKO",2010-10-28 00:00:00,2020-05-26 11:00:34,2022-02-09 02:56:38,"CEDS_PUBLIC"
